mitigation,price
-1124.069479,5.919110017
-1068.681319,120.7901738
-122.0473075,48.15057092
-93.84969869,1.659166808
138.7805743,199.6801947
426.7990074,49.84516802
448.9542715,44.13330645
471.1095356,6.508721534
482.1871677,64.80656025
559.730592,49.99257089
570.808224,2.504276649
615.1187522,33.7635139
670.5069124,23.09154544
637.2740163,14.83698421
690.4466501,199.5033113
670.5069124,50.87698817
694.0136476,5.879606045
792.3608649,167.3105224
792.3608649,22.61985623
781.2832329,199.6801947
914.2148174,6.287617215
936.3700815,-0.640318107
925.2924495,47.41302051
1047.146402,111.3858701
1091.45693,15.50029716
1113.612194,39.52696647
1161.615266,62.39897989
1157.922722,4.002872587
1180.077987,198.7957774
1224.388515,25.44999151
1235.466147,71.35124809
1235.466147,60.82668252
1235.466147,4.666185544
1335.164835,186.487637
1401.630627,109.4696326
1401.630627,50.36107809
1468.09642,14.91068565
1534.562212,239.4052707
1556.717476,21.24900945
1589.950372,15.00281245
1738.707145,17.36389071
1871.63873,18.24830798
1955.51223,87.13809645
1999.822758,19.40647346
2055.210918,14.45005165
2138.293158,15.83195364
2309.996455,38.34774344
2315.031742,24.60577502
2414.126196,25.53843324
2465.083304,22.79673968
2553.70436,79.25204241
2575.859624,28.0295419
2586.937256,22.61985623
2673.342786,39.82177223
2708.791209,113.891719
2708.791209,69.67085527
2719.868841,12.1284563
2761.014331,49.70829391
2797.412265,199.7538962
2797.412265,44.53866436
2780.795817,39.71122007
2808.489897,91.60440369
2814.532242,60.26387152
2838.030249,12.28200097
2867.570601,76.74619347
2874.955689,66.42062178
2863.878057,32.82013547
2897.110954,73.35592725
2863.878057,51.09809249
2930.34385,199.6064933
2952.499114,210.293202
2952.499114,191.4256335
2952.499114,164.0823994
2974.654378,12.84704534
2996.809642,62.22700987
3018.964906,107.5533952
3018.964906,46.18957661
3018.964906,25.67109583
3041.12017,73.20852437
3052.197802,58.00760245
3041.12017,199.6801947
3102.550675,12.74654338
3185.129387,81.95442853
3129.741227,57.95232637
3174.051755,20.43829362
3229.439915,99.02245359
3262.672811,73.50333013
3284.828075,111.3121686
3312.522155,94.65564329
3277.442987,82.5686072
3318.060971,120.701732
3338.000709,18.42771834
3351.293867,127.2316796
3351.293867,101.3624743
3351.293867,1.570725081
3384.526764,162.9277435
3378.196688,25.51316417
3395.604396,112.3439888
3417.75966,68.34422935
3439.914924,85.14815758
3406.682028,17.0480274
3490.872031,96.20337352
3506.380716,171.5262448
3478.686636,162.7557735
3528.53598,38.12663912
3550.691244,183.3921766
3555.726532,121.6504706
3577.881796,208.9263753
3561.768876,166.5145469
3572.846508,129.5164242
3595.001772,198.5009717
3572.846508,95.76116488
3639.312301,188.8460831
3661.467565,37.31592328
3683.622829,119.419327
3683.622829,24.1233656
3691.007917,212.799051
3705.778093,111.6806758
3742.176027,34.16781894
3816.554413,44.55340465
3816.554413,23.09154544
3829.049982,215.8216944
3838.709677,202.5545509
3883.020206,90.89686987
3883.020206,75.56697043
3928.913253,61.83744512
3946.71659,183.7054077
3954.521285,156.7944258
3961.433728,132.5226925
3954.521285,44.50516371
3953.178542,34.78550719
3942.573555,216.5407256
3971.641262,169.4626045
3971.641262,138.5079998
3971.641262,106.3004707
3980.503368,69.75929699
3988.25771,180.3335668
3966.146756,161.2870512
3982.718894,91.78128715
4061.493166,59.94226524
4058.679799,52.61423639
3971.729883,127.7664572
4073.801646,45.11353559
4104.572847,203.2915653
4104.572847,70.55527254
4082.417582,65.46987321
4049.184686,40.92729382
4126.728111,34.95747722
4148.883375,237.6364361
4171.038639,232.919544
4171.038639,120.3774457
4171.038639,110.2803485
4226.426799,245.8467765
4226.426799,72.76631573
4259.659695,36.13670025
4277.067403,150.216
4303.970223,190.3938133
4303.970223,180.6652233
4303.970223,134.0859135
4303.970223,105.7108592
4312.586159,143.9619064
4414.746544,180.6652233
4436.901808,153.1745863
4442.440624,78.5703041
4436.901808,47.56042339
4459.057072,227.1708317
4481.212336,249.2075621
4503.3676,199.5327918
4514.445232,78.95723666
4591.988657,233.7302598
4614.143921,192.7522594
4658.454449,48.22373634
4707.512534,179.4649427
4729.955528,69.51005213
4747.075505,199.6801947
4769.230769,88.75952812
4769.230769,57.51011773
4802.463665,183.8491255
4822.403403,134.0564329
4818.288854,120.2089853
4796.69524,113.3337321
4802.463665,98.67974189
4837.27908,156.4700936
4843.609156,126.6525969
4857.851826,106.6689779
4829.049982,69.40553008
4880.00709,199.6801947
4880.00709,162.9768778
4886.16133,142.8612982
4868.929458,91.04427275
4868.929458,86.17997774
4924.317618,170.973484
4933.179724,151.5502066
4954.385476,135.4967696
4924.317618,117.5399403
4924.317618,112.1228845
4972.32069,128.7499292
4957.550514,41.36950246
4990.78341,194.1525867
4982.870816,186.2875903
4992.365929,176.3694822
4957.550514,106.5215751
5012.938674,199.3116875
5006.292095,182.0802909
5012.938674,163.1979821
4999.091634,144.5146672
5012.938674,67.09130488
5028.447359,159.3153903
5012.938674,154.5749137
5057.249202,87.13809645
5035.093938,134.675525
5099.977212,127.9160501
5112.637363,114.8314124
5068.326834,193.9314824
5145.870259,181.9181478
5201.258419,173.2029525
5190.180787,145.2885323
5212.336051,137.9920898
5234.491315,223.4857597
5190.180787,125.8313522
5201.258419,118.3138054
5246.514238,214.5753539
5251.611292,197.2314845
5278.801843,207.4188459
5267.724211,181.0189902
5323.112371,230.4873965
5300.957107,175.6903761
5356.345268,104.6053376
5389.578164,248.2494434
5303.792981,218.6951661
5251.240695,201.120026
5422.81106,192.0742061
5588.975541,93.47642026
5641.198663,206.2501516
5755.140021,209.6741099
5926.843318,209.1876804
6009.925558,210.5143063
-124.4239631,52.98013245
3552.995392,125.2759382
3981.56682,166.1147903
3933.179724,219.6467991
5281.105991,203.6423841
4755.760369,72.01986755
3594.470046,39.45916115
3739.631336,36.69977925
2778.801843,15.45253863
3096.774194,15.45253863
2336.40553,28.69757174
1154.37788,6.622516556
642.8571429,1.931567329
622.1198157,6.070640177
4852.534562,130.794702
4824.884793,136.8653422
4852.534562,139.6247241
4976.958525,140.1766004
4990.78341,149.0066225
4797.235023,109.2715232
4921.658986,155.0772627
2792.626728,64.01766004
2889.400922,62.91390728